_id,SYMBOL,SERIES,MARKET_TYPE,TRADE_HIGH_PRICE,TRADE_LOW_PRICE,OPENING_PRICE,CLOSING_PRICE,LAST_TRADED_PRICE,PREVIOUS_CLS_PRICE,TOT_TRADED_QTY,TOT_TRADED_VAL,52WEEK_HIGH_PRICE,52WEEK_LOW_PRICE,TOTAL_TRADES,ISIN,TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,daily_change,symChange
6819f9e341ab828a8418e234,BAJFINANCE,EQ,N,8974.0,8750.0,8911.0,8797.5,8785.0,8932.0,1204087,10610479824.5,9660.0,6375.7,123221,INE296A01024,2025-05-06,2025-05-05T18:30:00.000Z,2025-05-06T12:00:35.689Z,2025-05-06T12:00:35.689Z,0,,8812.05,06-May-2025,,-0.015058217644424499,
681b4b62d34b352f4e31a274,BAJFINANCE,EQ,N,8997.5,8723.0,8750.0,8986.5,8977.0,8797.5,1163557,10374320490.0,9660.0,6375.7,122242,INE296A01024,2025-05-07,2025-05-06T18:30:00.000Z,2025-05-07T12:00:34.919Z,2025-05-07T12:00:34.919Z,0,,8916.04,07-May-2025,,0.021483375959079343,
681c9ce50491569cb39c1803,BAJFINANCE,EQ,N,9074.5,8775.0,8977.0,8832.5,8780.0,8986.5,1201809,10702875236.0,9660.0,6375.7,117820,INE296A01024,2025-05-08,2025-05-07T18:30:00.000Z,2025-05-08T12:00:37.616Z,2025-05-08T12:00:37.616Z,0,,8905.64,08-May-2025,,-0.01713681633561448,
681dee62f1eb37156d2c4804,BAJFINANCE,EQ,N,8781.0,8605.0,8650.0,8641.0,8662.0,8832.5,1215134,10526776560.0,9660.0,6375.7,114043,INE296A01024,2025-05-09,2025-05-08T18:30:00.000Z,2025-05-09T12:00:34.922Z,2025-05-09T12:00:34.922Z,0,,8663.06,09-May-2025,"[{'symbol': 'BAJFINANCE', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Special Dividend - Rs 12 Per Share', 'exDate': '09-May-2025', 'recDate': '09-May-2025', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Bajaj Finance Limited', 'isin': 'INE296A01016', 'ndEndDate': '-', 'caBroadcastDate': None}]",-0.02168129068780078,
6821e2ff11e2de75bde852c5,BAJFINANCE,EQ,N,9030.0,8825.5,8849.0,9018.5,9013.0,8641.0,1063822,9546640596.0,9660.0,6375.7,84970,INE296A01024,2025-05-12,2025-05-11T18:30:00.000Z,2025-05-12T12:01:03.732Z,2025-05-12T12:01:03.732Z,0,,8973.91,12-May-2025,,0.043687073255410214,
682334800e7e4417be18f8a0,BAJFINANCE,EQ,N,9163.5,8991.0,9004.0,9042.0,9050.0,9018.5,1336300,12129788245.5,9660.0,6375.7,136605,INE296A01024,2025-05-13,2025-05-12T18:30:00.000Z,2025-05-13T12:01:04.261Z,2025-05-13T12:01:04.261Z,0,,9077.14,13-May-2025,,0.002605754837278873,
682485e39fdb20d751c6687d,BAJFINANCE,EQ,N,9110.5,9012.0,9045.0,9081.0,9076.0,9042.0,759400,6885920342.5,9660.0,6375.7,82137,INE296A01024,2025-05-14,2025-05-13T18:30:00.000Z,2025-05-14T12:00:35.013Z,2025-05-14T12:00:35.013Z,0,,9067.58,14-May-2025,,0.00431320504313204,
6825d76235194a0e9c28eef9,BAJFINANCE,EQ,N,9215.0,9028.0,9099.5,9188.5,9182.0,9081.0,1038500,9476457633.0,9660.0,6375.7,109672,INE296A01024,2025-05-15,2025-05-14T18:30:00.000Z,2025-05-15T12:00:34.930Z,2025-05-15T12:00:34.930Z,0,,9125.14,15-May-2025,,0.011837903314612985,
682733c8c58b1a3bffd59285,BAJFINANCE,EQ,N,9286.0,9133.5,9188.5,9167.0,9172.0,9188.5,625192,5742936175.5,9660.0,6375.7,63031,INE296A01024,2025-05-16,2025-05-15T18:30:00.000Z,2025-05-16T12:47:04.544Z,2025-05-16T12:47:04.544Z,0,,9185.88,16-May-2025,,-0.0023398813734559765,
682b1d629d9f64bbe228be03,BAJFINANCE,EQ,N,9289.5,9167.0,9167.0,9255.5,9248.0,9167.0,716274,6615161364.5,9660.0,6375.7,63938,INE296A01024,2025-05-19,2025-05-18T18:30:00.000Z,2025-05-19T12:00:34.505Z,2025-05-19T12:00:34.505Z,0,,9235.52,19-May-2025,,0.009654194392931137,
682c6ee3dfc7d9869249a144,BAJFINANCE,EQ,N,9310.0,9069.0,9298.0,9079.0,9085.5,9255.5,810616,7408236843.5,9660.0,6375.7,86187,INE296A01024,2025-05-20,2025-05-19T18:30:00.000Z,2025-05-20T12:00:35.246Z,2025-05-20T12:00:35.246Z,0,,9139.02,20-May-2025,,-0.019069742315380056,
682dc067dfc7d9869249b09b,BAJFINANCE,EQ,N,9280.0,9028.5,9100.0,9197.5,9192.0,9079.0,732150,6724368740.0,9660.0,6375.7,98443,INE296A01024,2025-05-21,2025-05-20T18:30:00.000Z,2025-05-21T12:00:39.354Z,2025-05-21T12:00:39.354Z,0,,9184.41,21-May-2025,,0.013052098248705901,
682f11e294787be3d1b76d22,BAJFINANCE,EQ,N,9199.0,9070.5,9197.5,9139.0,9150.5,9197.5,615974,5628362942.0,9660.0,6375.7,93360,INE296A01024,2025-05-22,2025-05-21T18:30:00.000Z,2025-05-22T12:00:34.752Z,2025-05-22T12:00:34.752Z,0,,9137.34,22-May-2025,,-0.00636042402826853,
68306364f513e907b92c6109,BAJFINANCE,EQ,N,9286.5,9111.0,9139.0,9243.5,9248.0,9139.0,425169,3925188798.5,9660.0,6375.7,56398,INE296A01024,2025-05-23,2025-05-22T18:30:00.000Z,2025-05-23T12:00:36.119Z,2025-05-23T12:00:36.119Z,0,,9232.07,23-May-2025,,0.011434511434511352,
683457e3eb139aba11dbae5a,BAJFINANCE,EQ,N,9336.5,9250.0,9255.0,9269.5,9262.0,9243.5,547679,5087859251.0,9660.0,6375.7,68856,INE296A01024,2025-05-26,2025-05-25T18:30:00.000Z,2025-05-26T12:00:35.571Z,2025-05-26T12:00:35.571Z,0,,9289.86,26-May-2025,,0.0028127873640937384,
6835a9620a3e4624ed40430e,BAJFINANCE,EQ,N,9290.0,9143.0,9270.0,9171.0,9174.0,9269.5,715000,6572465231.5,9660.0,6375.7,87027,INE296A01024,2025-05-27,2025-05-26T18:30:00.000Z,2025-05-27T12:00:34.845Z,2025-05-27T12:00:34.845Z,0,,9192.26,27-May-2025,,-0.010626247370408293,
6836fae310c56ec7b3aa7ab7,BAJFINANCE,EQ,N,9294.5,9141.0,9245.0,9267.5,9282.0,9171.0,650740,6010233304.5,9660.0,6375.7,77345,INE296A01024,2025-05-28,2025-05-27T18:30:00.000Z,2025-05-28T12:00:35.074Z,2025-05-28T12:00:35.074Z,0,,9236.0,28-May-2025,,0.010522298549776377,
68384c63aef1c81eca13f490,BAJFINANCE,EQ,N,9279.5,9160.0,9250.0,9204.0,9210.0,9267.5,708175,6515247946.5,9660.0,6375.7,77008,INE296A01024,2025-05-29,2025-05-28T18:30:00.000Z,2025-05-29T12:00:35.717Z,2025-05-29T12:00:35.717Z,0,,9200.05,29-May-2025,,-0.0068519018073913696,
68399e000eef016fd1815f76,BAJFINANCE,EQ,N,9203.5,9121.0,9170.0,9180.5,9142.0,9204.0,1504174,13796975532.0,9660.0,6375.7,79849,INE296A01024,2025-05-30,2025-05-29T18:30:00.000Z,2025-05-30T12:01:04.591Z,2025-05-30T12:01:04.591Z,0,,9172.46,30-May-2025,"[{'symbol': 'BAJFINANCE', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Dividend - Rs 44 Per Share', 'exDate': '30-May-2025', 'recDate': '30-May-2025', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Bajaj Finance Limited', 'isin': 'INE296A01016', 'ndEndDate': '-', 'caBroadcastDate': None}]",-0.002553237722729196,
683d900a577bc3be60b3b2c9,BAJFINANCE,EQ,N,9165.0,9040.0,9130.0,9118.5,9119.0,9180.5,661963,6034437736.5,9660.0,6375.7,80263,INE296A01024,2025-06-02,2025-06-01T18:30:00.000Z,2025-06-02T11:50:34.872Z,2025-06-02T11:50:34.872Z,0,,9115.97,02-Jun-2025,,-0.006753444801481434,
683ee18b9f4bd1a18cd7bdf9,BAJFINANCE,EQ,N,9128.0,8970.0,9106.0,8979.0,8972.0,9118.5,908027,8189976644.0,9660.0,6375.7,93270,INE296A01024,2025-06-03,2025-06-02T18:30:00.000Z,2025-06-03T11:50:35.245Z,2025-06-03T11:50:35.245Z,0,,9019.53,03-Jun-2025,,-0.015298568843559845,
6840341a0ff63e5551abaa27,BAJFINANCE,EQ,N,9039.5,8964.5,8975.0,8987.0,8994.5,8979.0,554493,4988888199.0,9660.0,6375.7,63399,INE296A01024,2025-06-04,2025-06-03T18:30:00.000Z,2025-06-04T11:55:06.396Z,2025-06-04T11:55:06.396Z,0,,8997.21,04-Jun-2025,,0.0008909678137878352,
67d80edc1460441fdf676ecd,BAJFINANCE,EQ,N,8629.95,8386.0,8399.2,8580.35,8580.0,8420.45,1102085,9441519270.45,8739.0,6375.7,103206,INE296A01024,2025-03-17,2025-03-16T18:30:00.000Z,2025-03-17T12:00:28.912Z,2025-03-17T12:00:28.912Z,0,,8566.96,17-Mar-2025,,-0.045248692555914016,
67d9608017b1c5df844ab586,BAJFINANCE,EQ,N,8699.0,8494.8,8615.0,8682.5,8694.0,8580.35,1103110,9493945717.35,8739.0,6375.7,90493,INE296A01024,2025-03-18,2025-03-17T18:30:00.000Z,2025-03-18T12:01:04.853Z,2025-03-18T12:01:04.853Z,0,,8606.53,18-Mar-2025,,0.011905108765959405,
67dab2004f59cfaa65b78b85,BAJFINANCE,EQ,N,8879.0,8682.6,8700.0,8731.6,8693.25,8682.5,1289820,11330861437.6,8879.0,6375.7,123937,INE296A01024,2025-03-19,2025-03-18T18:30:00.000Z,2025-03-19T12:01:04.885Z,2025-03-19T12:01:04.885Z,0,,8784.84,19-Mar-2025,,0.005655053268067922,
67dc0381a0a0310b8b80c68a,BAJFINANCE,EQ,N,8768.05,8541.15,8725.0,8679.65,8680.0,8731.6,792433,6853822658.9,8879.0,6375.7,100459,INE296A01024,2025-03-20,2025-03-19T18:30:00.000Z,2025-03-20T12:01:05.045Z,2025-03-20T12:01:05.045Z,0,,8649.09,20-Mar-2025,,-0.0059496541298273975,
67dd5500b2940f2c12088382,BAJFINANCE,EQ,N,9089.0,8831.0,9039.95,8916.1,8911.1,8679.65,2744801,24508142273.2,9089.0,6375.7,188335,INE296A01024,2025-03-21,2025-03-20T18:30:00.000Z,2025-03-21T12:01:04.382Z,2025-03-21T12:01:04.382Z,0,,8928.93,21-Mar-2025,,0.027241881873117046,
67e1495df7d672cf7f967b70,BAJFINANCE,EQ,N,9115.0,8927.0,9095.95,9090.05,9079.7,8916.1,1433217,12971903809.2,9115.0,6375.7,139069,INE296A01024,2025-03-24,2025-03-23T18:30:00.000Z,2025-03-24T12:00:29.664Z,2025-03-24T12:00:29.664Z,0,,9050.9,24-Mar-2025,,0.01950965108062941,
67e29ae16886ca8d3f384124,BAJFINANCE,EQ,N,9260.05,8977.05,9125.0,9067.25,9040.0,9090.05,1748260,15908285700.9,9260.05,6375.7,168353,INE296A01024,2025-03-25,2025-03-24T18:30:00.000Z,2025-03-25T12:00:33.342Z,2025-03-25T12:00:33.342Z,0,,9099.5,25-Mar-2025,,-0.002508237028399085,
67e3ec5d6975d601d1541c44,BAJFINANCE,EQ,N,9126.9,8849.95,9102.05,8866.05,8870.0,9067.25,886211,7937351688.05,9260.05,6375.7,91406,INE296A01024,2025-03-26,2025-03-25T18:30:00.000Z,2025-03-26T12:00:29.277Z,2025-03-26T12:00:29.277Z,0,,8956.5,26-Mar-2025,,-0.02218974882130753,
67e53e013f6bd06b65934ddc,BAJFINANCE,EQ,N,9055.4,8822.25,8861.0,9003.85,9004.7,8866.05,2092044,18791887533.7,9260.05,6375.7,130155,INE296A01024,2025-03-27,2025-03-26T18:30:00.000Z,2025-03-27T12:01:05.366Z,2025-03-27T12:01:05.366Z,0,,8982.55,27-Mar-2025,,0.01554243434223812,
67e68f6143390acc9549afb6,BAJFINANCE,EQ,N,9028.9,8861.0,8997.6,8945.6,8929.9,9003.85,977099,8731379557.85,9260.05,6375.7,96063,INE296A01024,2025-03-28,2025-03-27T18:30:00.000Z,2025-03-28T12:00:33.700Z,2025-03-28T12:00:33.700Z,0,,8936.02,28-Mar-2025,,-0.0064694547332529995,
67ebd5646488a7e41ecdbf3f,BAJFINANCE,EQ,N,8925.0,8671.0,8783.3,8698.2,8719.35,8945.6,1183424,10368758175.45,9260.05,6375.7,126566,INE296A01024,2025-04-01,2025-03-31T18:30:00.000Z,2025-04-01T12:00:36.883Z,2025-04-01T12:00:36.883Z,0,,8761.66,01-Apr-2025,,-0.027656054373099592,
67ed26e5b10b7d06dbc23ef2,BAJFINANCE,EQ,N,8759.85,8612.0,8730.0,8669.25,8630.0,8698.2,646495,5613624153.9,9260.05,6375.7,73065,INE296A01024,2025-04-02,2025-04-01T18:30:00.000Z,2025-04-02T12:00:37.957Z,2025-04-02T12:00:37.957Z,0,,8683.17,02-Apr-2025,,-0.0033282748154791486,
67ee786541ab5cacc194b648,BAJFINANCE,EQ,N,8765.0,8460.2,8650.0,8594.6,8570.0,8669.25,1396633,12007559992.75,9260.05,6375.7,148865,INE296A01024,2025-04-03,2025-04-02T18:30:00.000Z,2025-04-03T12:00:37.158Z,2025-04-03T12:00:37.158Z,0,,8597.51,03-Apr-2025,,-0.008610894829425786,
67efc9e2123f84d3eef256c3,BAJFINANCE,EQ,N,8797.0,8583.8,8656.0,8718.85,8739.9,8594.6,1849658,16110251144.45,9260.05,6375.7,155607,INE296A01024,2025-04-04,2025-04-03T18:30:00.000Z,2025-04-04T12:00:34.889Z,2025-04-04T12:00:34.889Z,0,,8709.85,04-Apr-2025,,0.014456751913992427,
67f3be640765ef4dcd3b0e6a,BAJFINANCE,EQ,N,8600.5,8307.15,8340.0,8568.0,8590.1,8718.85,1398124,11816096363.45,9260.05,6375.7,159133,INE296A01024,2025-04-07,2025-04-06T18:30:00.000Z,2025-04-07T12:00:36.656Z,2025-04-07T12:00:36.656Z,0,,8451.39,07-Apr-2025,,-0.01730159367347761,
67f50fe26a77f64cd494dd14,BAJFINANCE,EQ,N,8873.0,8650.0,8650.0,8822.25,8825.05,8568.0,1477563,12988651758.25,9260.05,6375.7,140461,INE296A01024,2025-04-08,2025-04-07T18:30:00.000Z,2025-04-08T12:00:34.753Z,2025-04-08T12:00:34.753Z,0,,8790.59,08-Apr-2025,,0.029674369747899165,
67f69db97ae58b33d2a3081b,BAJFINANCE,EQ,N,8842.0,8625.0,8815.0,8735.8,8745.0,8822.25,1048774,9148105326.6,9260.05,6375.7,138514,INE296A01024,2025-04-09,2025-04-08T18:30:00.000Z,2025-04-09T16:18:01.547Z,2025-04-09T16:18:01.547Z,0,,8722.67,09-Apr-2025,,-0.009799087534359208,
67f904805a5cac07a44f41a7,BAJFINANCE,EQ,N,8973.5,8810.7,8825.05,8921.1,8912.0,8735.8,1009722,9000939833.1,9260.05,6375.7,107731,INE296A01024,2025-04-11,2025-04-10T18:30:00.000Z,2025-04-11T12:01:04.981Z,2025-04-11T12:01:04.981Z,0,,8914.28,11-Apr-2025,,0.021211566198859888,
67fe4a632dfc920eec059d91,BAJFINANCE,EQ,N,9290.0,9075.5,9255.5,9141.0,9138.0,8921.1,1263361,11547189669.5,9290.0,6375.7,112755,INE296A01024,2025-04-15,2025-04-14T18:30:00.000Z,2025-04-15T12:00:35.478Z,2025-04-15T12:00:35.478Z,0,,9140.06,15-Apr-2025,,0.024649426640212413,
67ff9c0063d8a2d162c7a070,BAJFINANCE,EQ,N,9171.5,8964.0,9149.5,9056.5,9065.0,9141.0,719822,6523126008.0,9290.0,6375.7,87994,INE296A01024,2025-04-16,2025-04-15T18:30:00.000Z,2025-04-16T12:01:04.426Z,2025-04-16T12:01:04.426Z,0,,9062.14,16-Apr-2025,,-0.009244065200743945,
6800ed63ae6a8571ece0d5ea,BAJFINANCE,EQ,N,9190.0,8952.0,9040.0,9162.5,9170.0,9056.5,1141513,10364097830.0,9290.0,6375.7,113025,INE296A01024,2025-04-17,2025-04-16T18:30:00.000Z,2025-04-17T12:00:35.482Z,2025-04-17T12:00:35.482Z,0,,9079.26,17-Apr-2025,,0.01170430077844653,
68063362161394a21f52207b,BAJFINANCE,EQ,N,9315.0,9141.5,9170.0,9273.5,9274.0,9162.5,782415,7233950514.5,9315.0,6375.7,86149,INE296A01024,2025-04-21,2025-04-20T18:30:00.000Z,2025-04-21T12:00:34.904Z,2025-04-21T12:00:34.904Z,0,,9245.67,21-Apr-2025,,0.012114597544338412,
680784e3267b534799bde748,BAJFINANCE,EQ,N,9393.0,9230.0,9295.0,9260.5,9235.0,9273.5,1129358,10531329282.0,9393.0,6375.7,134456,INE296A01024,2025-04-22,2025-04-21T18:30:00.000Z,2025-04-22T12:00:35.218Z,2025-04-22T12:00:35.218Z,0,,9325.06,22-Apr-2025,,-0.0014018439639833513,
6808d663f4d48eb7a744342e,BAJFINANCE,EQ,N,9348.5,9150.0,9282.0,9323.0,9305.0,9260.5,1081872,10000508735.0,9393.0,6375.7,118959,INE296A01024,2025-04-23,2025-04-22T18:30:00.000Z,2025-04-23T12:00:35.434Z,2025-04-23T12:00:35.434Z,0,,9243.71,23-Apr-2025,,0.0067490956211868625,
680a27e35c8e81b21d474b28,BAJFINANCE,EQ,N,9660.0,9273.0,9620.0,9301.0,9290.0,9323.0,1849671,17339007268.0,9660.0,6375.7,163098,INE296A01024,2025-04-24,2025-04-23T18:30:00.000Z,2025-04-24T12:00:35.327Z,2025-04-24T12:00:35.327Z,0,,9374.1,24-Apr-2025,,-0.0023597554435267343,
680b79805c8e81b21d475876,BAJFINANCE,EQ,N,9344.5,8990.0,9310.5,9112.0,9080.5,9301.0,1089354,9937787574.5,9660.0,6375.7,108445,INE296A01024,2025-04-25,2025-04-24T18:30:00.000Z,2025-04-25T12:01:04.465Z,2025-04-25T12:01:04.465Z,0,,9122.64,25-Apr-2025,,-0.020320395656380996,
67a228d7e53b05312b608d5f,BAJFINANCE,EQ,N,8490.0,8303.0,8425.0,8475.35,8440.0,8425.8,1966300,16534242243.5,8490.0,6187.8,272188,INE296A01024,2025-02-04,2025-02-03T18:30:00.000Z,2025-02-04T14:48:55.594Z,2025-02-04T14:48:55.594Z,0,,8408.81,04-Feb-2025,,-0.0698694029850746,
67a35300ca4e5dca2cfe17ef,BAJFINANCE,EQ,N,8588.7,8445.5,8500.0,8509.45,8497.1,8475.35,1867493,15888083062.55,8588.7,6187.8,169832,INE296A01024,2025-02-05,2025-02-04T18:30:00.000Z,2025-02-05T12:01:04.307Z,2025-02-05T12:01:04.307Z,0,,8507.71,05-Feb-2025,,0.004023432660598125,
67a4a48088a27e3805e96dae,BAJFINANCE,EQ,N,8662.8,8462.0,8534.25,8507.3,8512.0,8509.45,1709473,14597643862.95,8662.8,6187.8,133578,INE296A01024,2025-02-06,2025-02-05T18:30:00.000Z,2025-02-06T12:01:04.437Z,2025-02-06T12:01:04.437Z,0,,8539.27,06-Feb-2025,,-0.00025266027769144106,
67a5f5dcfc8de5e196217fc2,BAJFINANCE,EQ,N,8585.0,8383.9,8585.0,8474.25,8476.65,8507.3,966540,8191991962.45,8662.8,6187.8,124302,INE296A01024,2025-02-07,2025-02-06T18:30:00.000Z,2025-02-07T12:00:28.941Z,2025-02-07T12:00:28.941Z,0,,8475.59,07-Feb-2025,,-0.003884898851574392,
67a9ea81e33a534e171f4f43,BAJFINANCE,EQ,N,8488.0,8220.0,8478.8,8286.8,8283.0,8474.25,1243838,10322940705.6,8662.8,6187.8,123520,INE296A01024,2025-02-10,2025-02-09T18:30:00.000Z,2025-02-10T12:01:05.054Z,2025-02-10T12:01:05.054Z,0,,8299.26,10-Feb-2025,,-0.0221199516181374,
67ab3bdd50247d25377ba2da,BAJFINANCE,EQ,N,8355.1,8139.35,8299.0,8191.2,8182.25,8286.8,963059,7917794440.65,8662.8,6187.8,144441,INE296A01024,2025-02-11,2025-02-10T18:30:00.000Z,2025-02-11T12:00:29.618Z,2025-02-11T12:00:29.618Z,0,,8221.51,11-Feb-2025,,-0.011536419365738237,
67ac8d818968514ccc98df86,BAJFINANCE,EQ,N,8284.0,8025.0,8149.65,8214.05,8205.8,8191.2,1483731,12118600924.6,8662.8,6187.8,145069,INE296A01024,2025-02-12,2025-02-11T18:30:00.000Z,2025-02-12T12:01:05.107Z,2025-02-12T12:01:05.107Z,0,,8167.65,12-Feb-2025,,0.002789579060455072,
67addf00fdd3efc2432818c5,BAJFINANCE,EQ,N,8498.0,8197.05,8197.05,8409.0,8401.0,8214.05,1800313,15138059388.2,8662.8,6187.8,216047,INE296A01024,2025-02-13,2025-02-12T18:30:00.000Z,2025-02-13T12:01:04.819Z,2025-02-13T12:01:04.819Z,0,,8408.57,13-Feb-2025,,0.02373372453296496,
67af30801ad0d11c4fc2b332,BAJFINANCE,EQ,N,8455.6,8282.0,8408.55,8392.3,8376.0,8409.0,863315,7229796814.9,8662.8,6187.8,154600,INE296A01024,2025-02-14,2025-02-13T18:30:00.000Z,2025-02-14T12:01:04.119Z,2025-02-14T12:01:04.119Z,0,,8374.46,14-Feb-2025,,-0.0019859674158639873,
67b324dde5f7fd45780ffabf,BAJFINANCE,EQ,N,8488.0,8220.25,8220.25,8426.6,8425.05,8392.3,862799,7261670120.65,8662.8,6187.8,108327,INE296A01024,2025-02-17,2025-02-16T18:30:00.000Z,2025-02-17T12:00:29.128Z,2025-02-17T12:00:29.128Z,0,,8416.41,17-Feb-2025,,0.004087079823171358,
67b47680d481b253cf888ad7,BAJFINANCE,EQ,N,8480.0,8360.7,8430.0,8465.9,8450.0,8426.6,868977,7330611281.4,8662.8,6187.8,116664,INE296A01024,2025-02-18,2025-02-17T18:30:00.000Z,2025-02-18T12:01:04.719Z,2025-02-18T12:01:04.719Z,0,,8435.91,18-Feb-2025,,0.004663802719958143,
67b5c8000a2e48b32d528a31,BAJFINANCE,EQ,N,8529.0,8400.0,8459.15,8439.45,8430.0,8465.9,896198,7586491245.7,8662.8,6187.8,120371,INE296A01024,2025-02-19,2025-02-18T18:30:00.000Z,2025-02-19T12:01:04.110Z,2025-02-19T12:01:04.110Z,0,,8465.2,19-Feb-2025,,-0.003124298656964841,
67b71981dfcbe3f31dad9510,BAJFINANCE,EQ,N,8455.6,8345.65,8355.85,8399.45,8384.3,8439.45,790070,6635543165.0,8662.8,6187.8,101049,INE296A01024,2025-02-20,2025-02-19T18:30:00.000Z,2025-02-20T12:01:05.382Z,2025-02-20T12:01:05.382Z,0,,8398.68,20-Feb-2025,,-0.004739645356036215,
67b86aff50c39765665803e9,BAJFINANCE,EQ,N,8420.3,8288.0,8360.0,8396.7,8387.0,8399.45,608647,5093151150.4,8662.8,6187.8,95180,INE296A01024,2025-02-21,2025-02-20T18:30:00.000Z,2025-02-21T12:01:03.928Z,2025-02-21T12:01:03.928Z,0,,8367.99,21-Feb-2025,,-0.00032740238944217737,
67bc5f80818ad13fed504fd8,BAJFINANCE,EQ,N,8399.0,8311.05,8328.0,8354.95,8345.0,8396.7,355260,2970347450.6,8662.8,6187.8,71140,INE296A01024,2025-02-24,2025-02-23T18:30:00.000Z,2025-02-24T12:01:04.749Z,2025-02-24T12:01:04.749Z,0,,8361.05,24-Feb-2025,,-0.004972191456167341,
